읍면동,본번,부번
읍상리,32,14
읍상리,32,16
읍상리,32,19
읍상리,32,20
읍상리,32,30
읍상리,32,32
읍상리,32,35
읍상리,32,36
읍상리,32,37
읍상리,32,38
읍상리,32,41
읍상리,32,42
읍상리,32,43
읍상리,32,44
읍상리,32,57
읍상리,32,59
읍상리,34,4
읍상리,36,7
읍상리,38,2
읍상리,38,5
읍상리,48,2
읍상리,49,2
읍상리,50,2
읍상리,51,1
읍상리,55,1
읍상리,55,2
읍상리,55,3
읍상리,56,
읍상리,59,
읍상리,62,3
읍상리,63,3
읍상리,105,4
읍상리,106,2
읍상리,106,7
읍상리,107,1
읍상리,107,3
읍상리,107,4
읍상리,109,8
읍상리,109,15
읍상리,112,1
읍상리,112,7
읍상리,112,8
읍상리,112,16
읍상리,112,17
읍상리,112,20
읍상리,112,23
읍상리,112,28
읍상리,112,31
읍상리,112,32
읍상리,112,33
읍상리,112,34
읍상리,112,35
읍상리,112,36
읍상리,121,1
읍상리,121,4
읍상리,122,3
읍상리,122,6
읍상리,122,7
읍상리,122,9
읍상리,122,20
읍상리,122,22
읍상리,122,23
읍상리,122,25
읍상리,123,9
읍상리,123,10
읍상리,124,3
읍상리,127,1
읍상리,127,5
읍상리,127,7
읍상리,127,8
읍상리,127,9
읍상리,127,15
읍상리,130,1
읍상리,130,2
읍상리,130,3
읍상리,130,4
읍상리,131,
읍상리,132,1
읍상리,146,4
읍상리,146,6
읍상리,147,
읍상리,147,9
읍상리,148,1
읍상리,195,5
읍상리,195,11
읍상리,195,33
읍상리,210,10
읍상리,224,3
읍상리,225,1
읍상리,225,6
읍상리,269,5
읍상리,269,7
읍상리,269,8
읍상리,270,1
읍상리,270,2
읍상리,270,7
읍상리,270,8
읍상리,270,9
읍상리,274,1
읍상리,274,3
읍상리,274,4
읍상리,274,5
읍상리,275,5
읍상리,275,7
읍상리,275,8
읍상리,276,1
읍상리,276,7
읍상리,276,16
읍상리,276,17
읍상리,277,3
읍상리,277,6
읍상리,277,12
읍상리,278,7
읍상리,278,10
읍상리,278,15
읍상리,278,16
읍상리,278,17
읍상리,278,19
읍상리,280,5
읍상리,280,7
읍상리,284,6
읍상리,284,10
읍상리,285,2
읍상리,286,
읍상리,287,
읍상리,288,6
읍상리,288,18
읍상리,288,20
읍상리,288,29
읍상리,288,30
읍상리,288,32
읍상리,288,33
읍상리,288,37
읍상리,288,41
읍상리,288,43
읍상리,288,48
읍상리,288,52
읍상리,288,53
읍상리,289,4
읍상리,289,8
읍상리,289,10
읍상리,291,6
읍상리,291,9
읍상리,291,14
읍상리,292,5
읍상리,292,8
읍상리,293,4
읍상리,294,5
읍상리,295,1
읍상리,295,14
읍상리,295,16
읍상리,295,20
읍상리,295,22
읍상리,295,24
읍상리,295,25
읍상리,298,14
읍상리,300,3
읍상리,300,5
읍상리,300,6
읍상리,300,7
읍상리,300,9
읍상리,300,10
읍상리,301,6
읍상리,301,11
읍상리,302,1
읍상리,302,7
읍상리,302,8
읍상리,302,12
읍상리,305,3
읍상리,306,1
읍상리,306,5
읍상리,306,7
읍상리,306,14
읍상리,306,15
읍상리,307,1
읍상리,307,7
읍상리,308,3
읍상리,308,4
읍상리,308,5
읍상리,308,6
읍상리,308,7
읍상리,308,11
읍상리,308,14
읍상리,309,
읍상리,310,2
읍상리,310,3
읍상리,310,4
읍상리,310,5
읍상리,311,1
읍상리,312,
읍상리,313,1
읍상리,313,2
읍상리,313,3
읍상리,313,5
읍상리,313,7
읍상리,313,9
읍상리,313,13
읍상리,314,1
읍상리,314,5
읍상리,315,1
읍상리,315,3
읍상리,315,4
읍상리,315,7
읍상리,315,8
읍상리,315,10
읍상리,315,11
읍상리,320,1
읍상리,322,3
읍상리,322,4
읍상리,322,7
읍상리,325,
읍상리,326,2
읍상리,326,4
읍상리,326,6
읍상리,326,7
읍상리,326,8
읍상리,326,9
읍상리,326,10
읍상리,327,2
읍상리,327,4
읍상리,327,5
읍상리,327,6
읍상리,327,7
읍상리,328,3
읍상리,328,4
읍상리,328,5
읍상리,328,13
읍상리,329,
읍상리,332,
읍상리,333,
읍상리,334,
읍상리,336,1
읍상리,337,1
읍상리,337,3
읍상리,338,1
읍상리,343,1
읍상리,345,1
읍상리,347,1
읍상리,347,2
읍상리,348,4
읍상리,348,5
읍상리,348,7
읍상리,348,8
읍상리,350,1
읍상리,350,3
읍상리,352,1
읍상리,352,5
읍상리,352,6
읍상리,367,2
읍상리,367,3
읍상리,367,4
읍상리,367,7
읍상리,367,8
읍상리,368,3
읍상리,371,4
읍상리,371,8
읍상리,372,1
읍상리,373,2
읍상리,373,3
읍상리,373,5
읍상리,374,3
읍상리,374,4
읍상리,376,2
읍상리,376,23
읍상리,376,24
읍상리,376,25
읍상리,376,29
읍상리,377,2
읍상리,377,10
읍상리,382,2
읍상리,382,7
읍상리,383,
읍상리,384,1
읍상리,384,2
읍상리,384,3
읍상리,384,4
읍상리,385,9
읍상리,385,10
읍상리,385,23
읍상리,385,25
읍상리,386,1
읍상리,386,2
읍상리,386,4
읍상리,386,6
읍상리,386,18
읍상리,386,31
읍상리,393,2
읍상리,470,
읍상리,493,
읍상리,514,8
읍상리,515,1
읍상리,515,4
읍상리,515,5
읍상리,515,8
읍상리,515,10
읍상리,515,12
읍상리,517,1
읍상리,517,2
읍상리,517,4
읍상리,519,1
읍상리,519,5
읍상리,519,8
읍상리,519,9
읍상리,519,12
읍상리,539,3
읍상리,540,
읍상리,541,4
읍상리,541,5
읍상리,541,7
읍상리,541,8
읍상리,541,9
읍상리,541,10
읍상리,542,1
읍상리,543,2
읍상리,546,2
읍상리,547,
읍상리,563,1
읍상리,563,2
읍상리,563,3
읍상리,563,6
읍상리,563,7
읍상리,563,8
읍상리,566,1
읍상리,566,2
읍상리,572,19
읍상리,574,2
읍상리,581,2
읍상리,582,2
읍상리,582,6
읍상리,583,2
읍상리,583,3
읍상리,583,5
읍상리,584,1
읍상리,584,4
읍상리,584,5
읍상리,584,6
읍상리,584,7
읍상리,584,8
읍상리,584,9
읍상리,585,2
읍상리,585,3
읍상리,585,7
읍상리,585,8
읍상리,585,10
읍상리,585,11
읍상리,586,3
읍상리,586,5
읍상리,587,1
읍상리,587,2
읍상리,587,3
읍상리,589,
읍상리,592,1
읍상리,592,2
읍상리,592,3
읍상리,592,4
읍상리,592,7
읍상리,597,2
읍상리,598,1
읍상리,598,2
읍상리,598,3
읍상리,598,4
읍상리,598,5
읍상리,598,7
읍상리,598,10
읍상리,598,12
읍상리,600,1
읍상리,600,2
읍상리,616,2
읍상리,616,4
읍상리,616,5
읍상리,616,6
읍상리,620,2
읍상리,624,1
읍상리,624,4
읍상리,626,1
읍상리,626,2
읍상리,626,4
읍상리,626,8
읍상리,626,10
읍상리,628,1
읍상리,628,3
읍상리,628,5
읍상리,628,6
읍상리,628,7
읍상리,628,8
읍상리,628,9
읍상리,628,10
읍상리,629,2
읍상리,629,5
읍상리,629,7
읍상리,630,2
읍상리,630,8
읍상리,631,1
읍상리,631,2
읍상리,631,5
읍상리,631,6
읍상리,631,7
읍상리,631,8
읍상리,631,9
읍상리,631,15
읍상리,632,1
읍상리,632,2
읍상리,637,4
읍상리,637,5
읍상리,637,7
읍상리,638,2
읍상리,638,5
읍상리,638,7
읍상리,638,8
읍상리,638,9
읍상리,638,10
읍상리,640,1
읍상리,640,2
읍상리,640,3
읍상리,640,8
읍상리,640,9
읍상리,640,10
읍상리,640,12
읍상리,641,1
읍상리,641,2
읍상리,641,3
읍상리,641,4
읍상리,641,6
읍상리,641,8
읍상리,642,1
읍상리,642,3
읍상리,644,1
읍상리,644,3
읍상리,647,1
읍상리,647,3
읍상리,648,1
읍상리,648,3
읍상리,649,1
읍상리,649,2
읍상리,649,3
읍상리,649,6
읍상리,650,1
읍상리,650,2
읍상리,650,3
읍상리,650,4
읍상리,650,5
읍상리,650,6
읍상리,650,8
읍상리,659,3
읍상리,659,4
읍상리,661,3
읍상리,665,6
읍상리,665,7
읍상리,665,8
읍상리,665,9
읍상리,671,3
읍상리,671,5
읍상리,692,4
읍상리,692,6
읍하리,50,8
읍하리,54,2
읍하리,54,3
읍하리,60,17
읍하리,69,
읍하리,71,
읍하리,74,1
읍하리,75,2
읍하리,75,3
읍하리,75,5
읍하리,77,1
읍하리,79,4
읍하리,79,7
읍하리,80,2
읍하리,86,3
읍하리,86,9
읍하리,89,10
읍하리,90,6
읍하리,90,12
읍하리,90,17
읍하리,92,
읍하리,94,10
읍하리,94,21
읍하리,94,24
읍하리,97,1
읍하리,100,1
읍하리,105,1
읍하리,107,3
읍하리,107,27
읍하리,107,38
읍하리,109,1
읍하리,110,1
읍하리,110,7
읍하리,111,1
읍하리,112,6
읍하리,112,50
읍하리,115,7
읍하리,134,5
읍하리,134,7
읍하리,134,20
읍하리,134,21
읍하리,134,32
읍하리,148,8
읍하리,166,
읍하리,176,6
읍하리,176,7
읍하리,195,2
읍하리,210,2
읍하리,210,5
읍하리,210,11
읍하리,214,4
읍하리,214,5
읍하리,214,7
읍하리,215,1
읍하리,215,2
읍하리,215,3
읍하리,215,4
읍하리,215,9
읍하리,215,11
읍하리,216,
읍하리,218,3
읍하리,218,5
읍하리,218,9
읍하리,219,6
읍하리,220,3
읍하리,221,2
읍하리,221,3
읍하리,221,5
읍하리,222,5
읍하리,222,7
읍하리,228,6
읍하리,238,
읍하리,243,1
읍하리,249,3
읍하리,250,1
읍하리,250,2
읍하리,250,3
읍하리,251,23
읍하리,251,35
읍하리,251,36
읍하리,251,37
읍하리,251,38
읍하리,251,39
읍하리,251,41
읍하리,251,46
읍하리,251,49
읍하리,251,50
읍하리,251,58
읍하리,251,59
읍하리,251,61
읍하리,251,65
읍하리,251,66
읍하리,251,69
읍하리,251,75
읍하리,251,77
읍하리,251,81
읍하리,251,82
읍하리,251,85
읍하리,251,87
읍하리,296,1
읍하리,297,2
읍하리,297,3
읍하리,297,9
읍하리,300,2
읍하리,300,3
읍하리,300,4
읍하리,300,5
읍하리,300,6
읍하리,300,8
읍하리,300,9
읍하리,300,12
읍하리,300,13
읍하리,300,14
읍하리,300,15
읍하리,300,16
읍하리,301,8
읍하리,302,1
읍하리,302,2
읍하리,305,1
읍하리,305,2
읍하리,306,4
읍하리,306,5
읍하리,306,7
읍하리,309,1
읍하리,310,2
읍하리,311,
읍하리,315,
읍하리,317,1
읍하리,320,1
읍하리,320,3
읍하리,320,4
읍하리,320,5
읍하리,320,7
읍하리,322,6
읍하리,322,8
읍하리,323,
읍하리,324,2
읍하리,324,3
읍하리,324,8
읍하리,326,4
읍하리,330,1
읍하리,331,
읍하리,334,3
읍하리,337,
읍하리,338,8
읍하리,338,10
읍하리,338,11
읍하리,344,
읍하리,344,1
읍하리,345,
읍하리,347,1
읍하리,347,2
읍하리,347,10
읍하리,347,11
읍하리,347,12
읍하리,347,13
읍하리,348,
읍하리,349,1
읍하리,349,6
읍하리,349,10
읍하리,350,
읍하리,351,1
읍하리,351,4
읍하리,351,6
읍하리,352,2
읍하리,355,1
읍하리,358,1
읍하리,358,2
읍하리,359,1
읍하리,360,
읍하리,362,7
읍하리,363,6
읍하리,363,11
읍하리,364,13
읍하리,364,16
읍하리,364,17
읍하리,364,18
읍하리,364,20
읍하리,364,35
읍하리,365,1
읍하리,365,6
읍하리,366,4
읍하리,366,11
읍하리,366,12
읍하리,366,13
읍하리,366,19
읍하리,367,2
읍하리,367,8
읍하리,367,9
읍하리,367,11
읍하리,368,4
읍하리,368,6
읍하리,368,14
읍하리,368,18
읍하리,369,2
읍하리,369,5
읍하리,373,2
읍하리,375,1
읍하리,375,2
읍하리,375,14
읍하리,375,18
읍하리,375,21
읍하리,375,23
읍하리,375,24
읍하리,375,25
읍하리,375,26
읍하리,375,30
읍하리,375,31
읍하리,375,33
읍하리,377,3
읍하리,377,4
읍하리,377,8
읍하리,377,20
읍하리,377,22
읍하리,377,40
읍하리,377,45
읍하리,377,55
읍하리,377,62
읍하리,377,63
읍하리,377,68
읍하리,377,71
읍하리,377,78
읍하리,377,80
읍하리,377,81
읍하리,377,82
읍하리,377,84
읍하리,377,86
읍하리,377,90
읍하리,377,100
읍하리,377,102
읍하리,377,103
읍하리,377,105
읍하리,377,106
읍하리,377,109
읍하리,377,112
읍하리,377,119
읍하리,377,126
읍하리,377,129
읍하리,377,134
읍하리,377,140
읍하리,377,147
읍하리,381,1
읍하리,381,3
읍하리,381,7
읍하리,381,8
읍하리,382,2
읍하리,383,1
읍하리,383,3
읍하리,384,1
읍하리,384,2
읍하리,385,7
읍하리,385,12
읍하리,385,20
읍하리,385,24
읍하리,396,
읍하리,396,16
읍하리,415,1
읍하리,423,5
읍하리,423,11
읍하리,423,12
읍하리,423,14
읍하리,470,
읍하리,470,2
읍하리,470,4
읍하리,484,4
읍하리,486,4
읍하리,486,6
읍하리,488,1
읍하리,488,3
읍하리,488,5
읍하리,488,6
읍하리,488,7
읍하리,488,8
읍하리,488,9
읍하리,488,10
읍하리,488,12
읍하리,488,13
읍하리,493,2
읍하리,493,4
읍하리,493,5
읍하리,493,6
읍하리,493,8
읍하리,493,9
읍하리,493,10
읍하리,493,12
읍하리,495,1
읍하리,495,2
읍하리,495,4
읍하리,495,6
읍하리,495,8
읍하리,495,10
읍하리,495,14
읍하리,498,1
읍하리,498,3
읍하리,498,7
읍하리,498,8
읍하리,498,9
읍하리,498,10
읍하리,507,1
읍하리,507,2
읍하리,507,3
읍하리,507,4
읍하리,507,5
읍하리,507,7
읍하리,507,8
읍하리,507,9
읍하리,507,10
읍하리,507,11
읍하리,507,12
읍하리,507,13
읍하리,507,14
읍하리,507,15
읍하리,507,16
읍하리,509,3
읍하리,511,1
읍하리,511,2
읍하리,511,3
읍하리,511,4
읍하리,511,5
읍하리,511,6
읍하리,511,8
읍하리,511,9
읍하리,511,10
읍하리,511,11
읍하리,511,12
읍하리,511,13
읍하리,511,14
읍하리,511,15
읍하리,511,16
읍하리,519,1
읍하리,519,2
읍하리,519,7
읍하리,519,13
읍하리,519,14
읍하리,519,16
읍하리,521,2
읍하리,521,4
읍하리,521,5
읍하리,521,6
읍하리,521,7
읍하리,521,8
읍하리,521,12
읍하리,521,14
읍하리,521,15
읍하리,521,16
읍하리,524,2
읍하리,524,3
읍하리,526,3
읍하리,526,4
읍하리,526,5
읍하리,526,6
읍하리,526,7
읍하리,526,8
읍하리,526,9
읍하리,528,3
읍하리,528,4
읍하리,529,1
읍하리,529,2
읍하리,529,3
읍하리,529,4
읍하리,529,5
읍하리,529,6
읍하리,529,7
읍하리,529,8
읍하리,531,1
읍하리,531,2
읍하리,531,3
읍하리,531,4
읍하리,531,5
읍하리,531,7
읍하리,531,8
읍하리,531,9
읍하리,531,11
읍하리,531,13
읍하리,533,2
읍하리,533,5
읍하리,533,6
읍하리,533,7
읍하리,533,8
읍하리,533,11
읍하리,535,1
읍하리,535,2
읍하리,535,6
읍하리,535,7
읍하리,535,8
읍하리,535,9
읍하리,535,10
읍하리,544,1
읍하리,546,1
읍하리,546,2
읍하리,546,4
읍하리,546,5
읍하리,546,7
읍하리,546,8
읍하리,546,9
읍하리,546,11
읍하리,546,13
읍하리,546,14
읍하리,548,1
읍하리,548,4
읍하리,548,5
읍하리,548,7
읍하리,548,8
읍하리,548,10
읍하리,548,11
읍하리,548,12
읍하리,548,13
읍하리,548,14
읍하리,548,15
읍하리,550,1
읍하리,550,2
읍하리,550,4
읍하리,550,5
읍하리,550,11
읍하리,554,7
읍하리,554,8
읍하리,556,4
읍하리,556,5
읍하리,556,7
읍하리,563,4
읍하리,567,3
읍하리,567,5
읍하리,567,8
읍하리,567,9
읍하리,567,10
읍하리,572,2
읍하리,572,3
읍하리,572,5
읍하리,572,6
읍하리,572,7
읍하리,572,9
읍하리,572,10
읍하리,574,1
읍하리,574,8
읍하리,583,1
읍하리,583,4
읍하리,583,5
읍하리,583,6
읍하리,586,1
읍하리,586,2
읍하리,593,1
읍하리,593,6
북천리,2,12
북천리,2,13
북천리,2,14
북천리,2,15
북천리,2,24
북천리,2,29
북천리,2,31
북천리,2,32
북천리,2,33
북천리,2,34
북천리,2,41
북천리,2,42
북천리,2,46
북천리,2,53
북천리,2,54
북천리,2,56
북천리,2,66
북천리,2,67
북천리,2,72
북천리,2,73
북천리,3,4
북천리,3,6
북천리,3,8
북천리,3,9
북천리,3,10
북천리,3,12
북천리,3,16
북천리,3,17
북천리,3,19
북천리,3,20
북천리,3,22
북천리,3,23
북천리,3,24
북천리,3,25
북천리,3,27
북천리,3,28
북천리,3,29
북천리,3,30
북천리,3,31
북천리,3,32
북천리,3,34
북천리,3,37
북천리,3,38
북천리,3,40
북천리,3,43
북천리,3,44
북천리,3,45
북천리,3,47
북천리,3,52
북천리,3,55
북천리,3,57
북천리,3,59
북천리,3,60
북천리,3,62
북천리,3,64
북천리,3,66
북천리,3,68
북천리,3,69
북천리,3,70
북천리,3,71
북천리,3,72
북천리,3,73
북천리,3,76
북천리,3,77
북천리,3,78
북천리,3,79
북천리,3,86
북천리,3,95
북천리,3,100
북천리,3,103
북천리,3,106
북천리,6,7
북천리,7,
북천리,33,3
북천리,33,9
북천리,34,1
북천리,35,5
북천리,36,2
북천리,36,4
북천리,36,5
북천리,36,6
북천리,36,7
북천리,38,
북천리,39,1
북천리,39,2
북천리,46,3
북천리,48,2
북천리,48,9
북천리,67,2
북천리,69,2
북천리,89,3
북천리,95,
북천리,96,1
북천리,96,8
북천리,96,9
북천리,96,10
북천리,99,2
북천리,115,6
북천리,115,15
북천리,115,16
북천리,115,17
북천리,115,19
북천리,115,20
북천리,115,23
북천리,115,24
북천리,115,25
북천리,115,27
북천리,115,28
북천리,115,30
북천리,115,31
북천리,115,32
북천리,115,33
북천리,115,34
북천리,115,35
북천리,115,37
북천리,115,38
북천리,115,39
북천리,115,41
북천리,115,42
북천리,115,43
북천리,115,45
북천리,115,46
북천리,115,47
북천리,115,56
북천리,115,59
북천리,115,64
북천리,115,68
북천리,115,70
북천리,115,72
북천리,115,73
북천리,115,74
북천리,115,75
북천리,115,76
북천리,115,77
북천리,115,78
북천리,115,79
북천리,115,80
북천리,115,81
북천리,115,82
북천리,115,83
북천리,115,86
북천리,115,120
북천리,115,121
북천리,115,122
북천리,115,123
북천리,115,125
북천리,115,126
북천리,115,128
북천리,115,130
북천리,115,131
북천리,115,132
북천리,115,133
북천리,115,134
북천리,115,135
북천리,115,137
북천리,115,138
북천리,115,139
북천리,115,141
북천리,115,144
북천리,115,145
북천리,115,148
북천리,115,149
북천리,115,150
북천리,115,151
북천리,115,152
북천리,115,153
북천리,115,154
북천리,115,155
북천리,115,174
북천리,115,175
북천리,115,176
북천리,115,177
북천리,115,178
북천리,115,179
북천리,115,180
북천리,115,181
북천리,115,182
북천리,115,183
북천리,115,184
북천리,115,185
북천리,115,186
북천리,115,187
북천리,115,188
북천리,115,193
북천리,116,4
북천리,123,2
북천리,171,4
북천리,171,5
북천리,171,12
북천리,177,
북천리,205,8
북천리,205,9
북천리,209,
북천리,211,
북천리,214,3
북천리,214,6
내지리,23,3
내지리,27,
내지리,31,2
내지리,31,7
내지리,31,10
내지리,31,11
내지리,31,18
내지리,32,5
내지리,40,4
내지리,45,12
내지리,45,17
내지리,45,19
내지리,45,20
내지리,45,21
내지리,45,29
내지리,45,32
내지리,45,33
내지리,45,34
내지리,45,37
내지리,45,38
내지리,45,39
내지리,45,41
내지리,45,43
내지리,45,44
내지리,45,45
내지리,51,1
내지리,56,
내지리,60,1
내지리,66,3
내지리,68,
내지리,68,2
내지리,68,3
내지리,68,7
내지리,68,8
내지리,68,9
내지리,68,11
내지리,68,12
내지리,68,13
내지리,68,15
내지리,68,18
내지리,68,20
내지리,68,22
내지리,68,23
내지리,68,25
내지리,68,28
내지리,72,1
내지리,73,
내지리,77,2
내지리,78,1
내지리,80,4
내지리,80,7
내지리,80,10
내지리,82,1
내지리,83,1
내지리,83,3
내지리,86,1
내지리,90,10
내지리,97,1
내지리,100,2
내지리,102,1
내지리,105,1
내지리,110,3
내지리,113,
내지리,115,5
내지리,115,8
내지리,120,1
내지리,120,8
내지리,120,11
내지리,120,14
내지리,120,17
내지리,120,19
내지리,123,1
내지리,137,13
내지리,137,14
내지리,137,24
내지리,137,34
내지리,137,35
내지리,137,37
내지리,137,38
내지리,137,39
내지리,146,5
내지리,155,
내지리,163,
내지리,183,1
내지리,184,
내지리,186,
내지리,194,1
내지리,198,3
내지리,204,
내지리,204,1
내지리,204,2
내지리,204,4
내지리,204,5
내지리,204,9
내지리,204,10
내지리,215,
내지리,216,
내지리,219,
내지리,220,2
내지리,229,4
내지리,229,6
내지리,231,1
내지리,231,4
내지리,231,9
내지리,231,10
내지리,233,
내지리,257,
내지리산,61,1
마옥리,7,
마옥리,21,
마옥리,28,
마옥리,30,3
마옥리,30,10
마옥리,30,11
마옥리,37,1
마옥리,38,1
마옥리,38,2
마옥리,41,1
마옥리,44,5
마옥리,44,8
마옥리,54,3
마옥리,54,6
마옥리,54,11
마옥리,54,13
마옥리,54,30
마옥리,64,1
마옥리,93,
마옥리,94,
마옥리,95,3
마옥리,96,3
마옥리,98,4
마옥리,98,10
마옥리,101,3
마옥리,102,1
마옥리,103,2
마옥리,125,
마옥리,125,2
마옥리,137,3
마옥리,137,4
마옥리,137,5
마옥리,163,2
마옥리,163,7
마옥리,164,1
마옥리,164,2
마옥리,164,4
마옥리,164,5
마옥리,169,3
마옥리,171,4
마옥리,173,1
마옥리,176,
마옥리,224,1
마옥리,227,1
마옥리,245,
마옥리,247,
마옥리,248,1
마옥리,260,
마옥리,269,
마옥리,269,1
마옥리,269,2
마옥리,269,3
마옥리,269,4
마옥리,269,7
마옥리,269,8
마옥리,269,9
마옥리,269,10
마옥리,269,12
마옥리,274,1
마옥리,274,4
마옥리,274,5
마옥리,274,7
마옥리,280,1
마옥리,284,
마옥리,296,
마옥리,337,7
마옥리,345,4
마옥리,354,3
마옥리산,44,1
송전리,13,
송전리,18,
송전리,19,
송전리,24,2
송전리,28,3
송전리,28,5
송전리,28,8
송전리,28,9
송전리,28,12
송전리,28,13
송전리,28,14
송전리,40,
송전리,56,1
송전리,59,
송전리,60,
송전리,61,
송전리,62,1
송전리,96,1
송전리,107,
송전리,121,
송전리,122,
송전리,122,1
송전리,122,2
송전리,122,4
송전리,122,6
송전리,122,8
송전리,122,9
송전리,122,13
송전리,136,9
송전리,141,
송전리,164,2
송전리,165,1
송전리,168,1
송전리,168,5
송전리,174,6
송전리,174,7
송전리,174,9
송전리,174,10
송전리,174,12
송전리,174,15
송전리,174,21
송전리,174,22
송전리,174,23
송전리,174,25
송전리,174,26
송전리,174,27
송전리,174,28
송전리,174,29
송전리,175,2
송전리,177,3
궁천리,4,
궁천리,4,3
궁천리,11,6
궁천리,12,
궁천리,16,
궁천리,17,
궁천리,17,2
궁천리,30,1
궁천리,44,1
궁천리,45,1
궁천리,46,
궁천리,46,1
궁천리,64,
궁천리,65,
궁천리,67,
궁천리,71,
궁천리,79,7
궁천리,79,10
궁천리,86,
궁천리,99,1
궁천리산,7,1
궁천리산,10,1
옥동리,4,
옥동리,6,2
옥동리,40,
옥동리,41,
옥동리,43,2
옥동리,50,
옥동리,57,
옥동리,58,2
옥동리,80,
옥동리,80,1
옥동리,80,6
옥동리,116,2
옥동리,116,3
옥동리,116,5
옥동리,116,6
옥동리,116,7
옥동리,116,17
옥동리,168,
옥동리,172,2
옥동리,172,3
옥동리,173,
옥동리,176,1
옥동리,176,5
옥동리,178,
옥동리,185,
옥동리,197,2
옥동리,203,2
옥동리,204,
옥동리,235,
옥동리,236,
옥동리,238,1
옥동리,239,
옥동리,250,1
옥동리,255,2
옥동리,259,2
옥동리,260,
옥동리,263,3
옥동리,264,3
옥동리,267,1
옥동리,280,
옥동리,295,
옥동리,301,1
옥동리,304,
옥동리,307,1
옥동리,307,4
옥동리,308,1
옥동리,318,
옥동리,324,1
옥동리,339,
옥동리,340,
옥동리,353,
옥동리,397,7
옥동리,401,1
옥동리,402,2
옥동리,425,2
옥동리,426,
옥동리,433,1
옥동리,434,5
옥동리,436,
옥동리,437,
옥동리,445,
옥동리,455,
옥동리,457,
옥동리,467,
옥동리,470,1
옥동리,475,
옥동리,482,2
옥동리,483,1
옥동리,497,
옥동리,501,
옥동리,503,1
옥동리,570,1
옥동리,570,3
옥동리,580,
옥동리,581,
옥동리,588,1
옥동리,603,
옥동리,613,
옥동리,627,
옥동리,633,
옥동리,635,
옥동리,645,1
옥동리,651,
옥동리,657,
옥동리,658,
옥동리,665,1
옥동리,665,3
옥동리,671,
옥동리,672,3
옥동리,676,1
옥동리,691,1
옥동리,696,1
옥동리,696,3
옥동리,696,5
옥동리,698,
옥동리,698,3
옥동리,698,4
옥동리,712,
옥동리산,70,
옥동리산,90,
옥동리산,123,1
옥동리산,140,1
영영포리,44,2
영영포리,49,1
영영포리,60,
영영포리,61,
영영포리,65,2
영영포리,65,4
영영포리,78,2
영영포리,80,
영영포리,102,
영영포리,133,
영영포리,148,
영영포리,160,
영영포리,161,4
영영포리,161,6
영영포리,161,8
영영포리,161,9
영영포리,161,10
영영포리,161,11
영영포리,163,1
영영포리,165,
영영포리,174,
영영포리,174,1
영영포리,176,
영영포리,180,
영영포리,182,
영영포리,187,1
영영포리,198,
영영포리,199,
영영포리,214,
영영포리,218,
영영포리,244,2
영영포리,254,1
영영포리,257,1
영영포리,257,2
영영포리,297,
영영포리,307,
영영포리,310,
영영포리,322,
영영포리,337,1
영영포리,337,2
영영포리,339,4
영영포리,340,
영영포리,343,
영영포리,343,8
영영포리,362,
영영포리,373,1
영영포리,376,1
영영포리,381,
영영포리,383,
영영포리,384,2
영영포리,393,1
영영포리,394,4
영영포리,394,5
영영포리,404,1
영영포리,405,
영영포리,414,1
영영포리,421,
영영포리,492,
영영포리,496,8
영영포리,498,1
영영포리,499,
영영포리,501,5
영영포리,502,1
영영포리,502,10
영영포리,502,17
영영포리,509,
영영포리,517,4
영영포리,522,1
영영포리,529,
영영포리,531,
영영포리,533,
영영포리,537,4
영영포리,538,1
영영포리,538,2
영영포리,556,5
영영포리,556,6
영영포리,558,
영영포리,558,1
영영포리,558,2
영영포리,559,1
개전리,2,
개전리,7,
개전리,37,
개전리,37,4
개전리,38,1
개전리,42,
개전리,44,
개전리,44,2
개전리,44,3
개전리,44,7
개전리,44,9
개전리,44,11
개전리,49,
개전리,63,
개전리,67,2
개전리,70,
개전리,81,
개전리,89,13
개전리,89,19
개전리,93,3
개전리,95,4
개전리,96,
개전리,98,
개전리,101,
개전리,102,
개전리,105,3
개전리,109,1
개전리,115,3
개전리,118,1
개전리,118,8
개전리,127,1
개전리,127,3
개전리,128,1
개전리,128,2
개전리,128,5
개전리,128,6
개전리,129,2
개전리,130,1
개전리,130,3
개전리,130,6
개전리,142,
개전리,143,2
개전리,146,1
개전리,151,
개전리,154,
개전리,163,
개전리,189,1
개전리,195,
개전리,214,3
개전리,215,3
개전리,217,
개전리,224,
개전리,231,
개전리,239,
개전리,252,
개전리,252,1
개전리,253,
개전리,254,
개전리,255,
개전리,255,1
개전리,269,1
개전리,269,6
개전리,271,4
개전리,279,2
개전리,318,2
개전리,326,5
개전리,326,6
개전리,341,
개전리,345,
개전리,355,1
개전리,373,1
개전리,373,2
개전리,373,6
개전리,373,8
개전리,373,13
개전리,373,14
개전리,373,15
개전리,374,
개전리,412,1
개전리,412,2
개전리,412,10
개전리,413,
개전리,451,3
개전리,452,
개전리,457,
개전리,457,2
개전리,467,1
개전리,474,6
개전리,476,1
개전리,476,2
개전리,476,3
개전리,483,5
개전리,483,12
개전리,488,4
개전리,490,1
개전리,490,5
개전리,500,5
개전리,500,7
개전리,501,1
개전리,502,
개전리,503,1
개전리,505,
개전리,506,
개전리,510,3
